acc,stanford.acc,ID
AY030671,AY030671,NA
AY030673,AY030673,NA
AY030674,AY030674,NA
AY030676,AY030676,NA
AY030677,AY030677,NA
AY030678,AY030678,NA
AY030679,AY030679,NA
AY030680,AY030680,NA
AY030681,AY030681,NA
AY030682,AY030682,NA
AY030683,AY030683,NA
AY030684,AY030684,NA
AY030685,AY030685,NA
AY030686,AY030686,NA
AY030687,AY030687,NA
AY030688,AY030688,NA
AY030689,AY030689,NA
AY030690,AY030690,NA
AY030691,AY030691,NA
AY030692,AY030692,NA
AY030693,AY030693,NA
AY030694,AY030694,NA
AY030701,AY030701,NA
AY030703,AY030703,NA
AY030704,AY030704,NA
AY030706,AY030706,NA
AY030707,AY030707,NA
AY030708,AY030708,NA
AY030710,AY030710,NA
AY030712,AY030712,NA
AY030715,AY030715,NA
AY030716,AY030716,NA
AY030717,AY030717,NA
AY030720,AY030720,NA
AY030721,AY030721,NA
AY030722,AY030722,NA
AY030723,AY030723,NA
AY030725,AY030725,NA
AY030726,AY030726,NA
AY030728,AY030728,NA
AY030729,AY030729,NA
AY030732,AY030732,NA
AY030733,AY030733,NA
AY030734,AY030734,NA
AY030735,AY030735,NA
AY030736,AY030736,NA
AY030738,AY030738,NA
AY030739,AY030739,NA
AY030740,AY030740,NA
AY030741,AY030741,NA
AY030743,AY030743,NA
AY030744,AY030744,NA
AY030746,AY030746,NA
AY030747,AY030747,NA
AY030748,AY030748,NA
AY030749,AY030749,NA
AY030751,AY030751,NA
AY030752,AY030752,NA
AY030753,AY030753,NA
AY030754,AY030754,NA
AY030757,AY030757,NA
AY030758,AY030758,NA
AY030759,AY030759,NA
AY030762,AY030762,NA
AY030763,AY030763,NA
AY030764,AY030764,NA
AY030765,AY030765,NA
AY030767,AY030767,NA
AY030768,AY030768,NA
AY030770,AY030770,NA
AY030773,AY030773,NA
AY030774,AY030774,NA
AY030776,AY030776,NA
AY030777,AY030777,NA
AY030778,AY030778,NA
AY030781,AY030781,NA
AY030782,AY030782,NA
AY030783,AY030783,NA
AY030785,AY030785,NA
AY030786,AY030786,NA
AY030787,AY030787,NA
AY030788,AY030788,NA
AY030789,AY030789,NA
AY030790,AY030790,NA
AY030791,AY030791,NA
AY030792,AY030792,NA
AY030793,AY030793,NA
AY030794,AY030794,NA
AY030796,AY030796,NA
AY030798,AY030798,NA
AY030799,AY030799,NA
AY030800,AY030800,NA
AY030802,AY030802,NA
AY030804,AY030804,NA
AY030805,AY030805,NA
AY030807,AY030807,NA
AY030809,AY030809,NA
AY030811,AY030811,NA
AY030812,AY030812,NA
AY030815,AY030815,NA
AY030817,AY030817,NA
AY030818,AY030818,NA
AY030821,AY030821,NA
AY030822,AY030822,NA
AY030823,AY030823,NA
AY030826,AY030826,NA
AY030827,AY030827,NA
AY030828,AY030828,NA
AY030829,AY030829,NA
AY030832,AY030832,NA
AY030833,AY030833,NA
AY030834,AY030834,NA
AY030837,AY030837,NA
AY030838,AY030838,NA
AY030839,AY030839,NA
AY030841,AY030841,NA
AY030842,AY030842,NA
AY030844,AY030844,NA
AY030846,AY030846,NA
AY030847,AY030847,NA
AY030848,AY030848,NA
AY030849,AY030849,NA
AY030850,AY030850,NA
AY030856,AY030856,NA
AY030857,AY030857,NA
AY030858,AY030858,NA
AY030859,AY030859,NA
AY030860,AY030860,NA
AY030861,AY030861,NA
AY030862,AY030862,NA
AY030863,AY030863,NA
AY030865,AY030865,NA
AY030866,AY030866,NA
AY030869,AY030869,NA
AY030870,AY030870,NA
AY030873,AY030873,NA
AY030875,AY030875,NA
AY030876,AY030876,NA
AY030878,AY030878,NA
AY030879,AY030879,NA
AY030882,AY030882,NA
AY030883,AY030883,NA
AY030884,AY030884,NA
AY030885,AY030885,NA
AY030890,AY030890,NA
AY030891,AY030891,NA
AY030893,AY030893,NA
AY030894,AY030894,NA
AY030895,AY030895,NA
AY030898,AY030898,NA
AY030901,AY030901,NA
AY030902,AY030902,NA
AY030903,AY030903,NA
AY030904,AY030904,NA
AY030906,AY030906,NA
AY030907,AY030907,NA
AY030909,AY030909,NA
AY030911,AY030911,NA
AY030913,AY030913,NA
AY030915,AY030915,NA
AY030917,AY030917,NA
AY030919,AY030919,NA
AY030921,AY030921,NA
AY030925,AY030925,NA
AY030926,AY030926,NA
AY030932,AY030932,NA
AY030933,AY030933,NA
AY030934,AY030934,NA
AY030935,AY030935,NA
AY030936,AY030936,NA
AY030937,AY030937,NA
AY030940,AY030940,NA
AY030943,AY030943,NA
AY030944,AY030944,NA
AY030945,AY030945,NA
AY030949,AY030949,NA
AY030953,AY030953,NA
AY030954,AY030954,NA
AY030955,AY030955,NA
AY030957,AY030957,NA
AY030958,AY030958,NA
AY030961,AY030961,NA
AY030963,AY030963,NA
AY030964,AY030964,NA
AY030965,AY030965,NA
AY030966,AY030966,NA
AY030967,AY030967,NA
AY030968,AY030968,NA
AY030970,AY030970,NA
AY030973,AY030973,NA
AY030974,AY030974,NA
AY030976,AY030976,NA
AY030977,AY030977,NA
AY030978,AY030978,NA
AY030982,AY030982,NA
AY030983,AY030983,NA
AY030985,AY030985,NA
AY030986,AY030986,NA
AY030987,AY030987,NA
AY030989,AY030989,NA
AY030992,AY030992,NA
AY030994,AY030994,NA
AY030996,AY030996,NA
AY030997,AY030997,NA
AY030998,AY030998,NA
AY030999,AY030999,NA
AY031001,AY031001,NA
AY031004,AY031004,NA
AY031007,AY031007,NA
AY031008,AY031008,NA
AY031010,AY031010,NA
AY031017,AY031017,NA
AY031020,AY031020,NA
AY031024,AY031024,NA
AY031040,AY031040,NA
AY031045,AY031045,NA
AY031047,AY031047,NA
AY031049,AY031049,NA
AY031050,AY031050,NA
AY031052,AY031052,NA
AY031055,AY031055,NA
AY031056,AY031056,NA
AY031057,AY031057,NA
AY031067,AY031067,NA
AY031068,AY031068,NA
AY031069,AY031069,NA
AY031072,AY031072,NA
AY031073,AY031073,NA
AY031074,AY031074,NA
AY031082,AY031082,NA
AY031083,AY031083,NA
AY031089,AY031089,NA
AY031091,AY031091,NA
AY031095,AY031095,NA
AY031102,AY031102,NA
AY031103,AY031103,NA
AY031104,AY031104,NA
AY031105,AY031105,NA
AY031108,AY031108,NA
AY031109,AY031109,NA
AY031113,AY031113,NA
AY031114,AY031114,NA
AY031116,AY031116,NA
AY031117,AY031117,NA
AY031118,AY031118,NA
AY031119,AY031119,NA
AY031122,AY031122,NA
AY031123,AY031123,NA
AY031130,AY031130,NA
AY031132,AY031132,NA
AY031133,AY031133,NA
AY031134,AY031134,NA
AY031136,AY031136,NA
AY031139,AY031139,NA
AY031141,AY031141,NA
AY031142,AY031142,NA
AY031143,AY031143,NA
AY031146,AY031146,NA
AY031147,AY031147,NA
AY031151,AY031151,NA
AY031157,AY031157,NA
AY031163,AY031163,NA
AY031164,AY031164,NA
AY031165,AY031165,NA
AY031167,AY031167,NA
AY031168,AY031168,NA
AY031169,AY031169,NA
AY031170,AY031170,NA
AY031171,AY031171,NA
AY031173,AY031173,NA
AY031174,AY031174,NA
AY031175,AY031175,NA
AY031177,AY031177,NA
AY031179,AY031179,NA
AY031180,AY031180,NA
AY031181,AY031181,NA
AY031183,AY031183,NA
AY031187,AY031187,NA
AY031188,AY031188,NA
AY031189,AY031189,NA
AY031190,AY031190,NA
AY031194,AY031194,NA
AY031195,AY031195,NA
AY031196,AY031196,NA
AY031197,AY031197,NA
AY031198,AY031198,NA
AY031200,AY031200,NA
AY031201,AY031201,NA
AY031202,AY031202,NA
AY031205,AY031205,NA
AY031208,AY031208,NA
AY031212,AY031212,NA
AY031215,AY031215,NA
AY031216,AY031216,NA
AY031222,AY031222,NA
AY031224,AY031224,NA
AY031225,AY031225,NA
AY031226,AY031226,NA
AY031227,AY031227,NA
AY031231,AY031231,NA
AY031232,AY031232,NA
AY031233,AY031233,NA
AY031234,AY031234,NA
AY031236,AY031236,NA
AY031237,AY031237,NA
AY031238,AY031238,NA
AY031240,AY031240,NA
AY031241,AY031241,NA
AY031244,AY031244,NA
AY031245,AY031245,NA
AY031249,AY031249,NA
AY031250,AY031250,NA
AY031255,AY031255,NA
AY031256,AY031256,NA
AY031259,AY031259,NA
AY031261,AY031261,NA
AY031262,AY031262,NA
AY031263,AY031263,NA
AY031264,AY031264,NA
AY031265,AY031265,NA
AY031269,AY031269,NA
AY031270,AY031270,NA
AY031271,AY031271,NA
AY031272,AY031272,NA
AY031276,AY031276,NA
AY031277,AY031277,NA
AY031280,AY031280,NA
AY031281,AY031281,NA
AY031288,AY031288,NA
AY031290,AY031290,NA
AY031291,AY031291,NA
AY031294,AY031294,NA
AY031295,AY031295,NA
AY031296,AY031296,NA
AY031304,AY031304,NA
AY031305,AY031305,NA
AY031307,AY031307,NA
AY031308,AY031308,NA
AY031309,AY031309,NA
AY031310,AY031310,NA
AY031311,AY031311,NA
AY031315,AY031315,NA
AY031317,AY031317,NA
AY031318,AY031318,NA
AY031319,AY031319,NA
AY031320,AY031320,NA
AY031327,AY031327,NA
AY031328,AY031328,NA
AY031329,AY031329,NA
AY031337,AY031337,NA
AY031339,AY031339,NA
AY031341,AY031341,NA
AY031342,AY031342,NA
AY031343,AY031343,NA
AY031344,AY031344,NA
AY031345,AY031345,NA
AY031347,AY031347,NA
AY031348,AY031348,NA
AY031349,AY031349,NA
AY031352,AY031352,NA
AY031353,AY031353,NA
AY031355,AY031355,NA
AY031356,AY031356,NA
AY031357,AY031357,NA
AY031361,AY031361,NA
AY031362,AY031362,NA
AY031363,AY031363,NA
AY031369,AY031369,NA
AY031370,AY031370,NA
AY031375,AY031375,NA
AY031381,AY031381,NA
AY031384,AY031384,NA
AY031385,AY031385,NA
AY031387,AY031387,NA
AY031390,AY031390,NA
AY031391,AY031391,NA
AY031392,AY031392,NA
AY031393,AY031393,NA
AY031396,AY031396,NA
AY031398,AY031398,NA
AY031399,AY031399,NA
AY031400,AY031400,NA
AY031401,AY031401,NA
AY031403,AY031403,NA
AY031404,AY031404,NA
AY031405,AY031405,NA
AY031410,AY031410,NA
AY031411,AY031411,NA
AY031412,AY031412,NA
AY031413,AY031413,NA
AY031414,AY031414,NA
AY031415,AY031415,NA
AY031416,AY031416,NA
AY031417,AY031417,NA
AY031428,AY031428,NA
AY031429,AY031429,NA
AY031430,AY031430,NA
AY031431,AY031431,NA
AY031432,AY031432,NA
AY031433,AY031433,NA
AY031437,AY031437,NA
AY031440,AY031440,NA
AY031441,AY031441,NA
AY031442,AY031442,NA
AY031446,AY031446,NA
AY031447,AY031447,NA
AY031449,AY031449,NA
AY031450,AY031450,NA
AY031451,AY031451,NA
AY031452,AY031452,NA
AY031453,AY031453,NA
AY031454,AY031454,NA
AY031456,AY031456,NA
AY031459,AY031459,NA
AY031460,AY031460,NA
AY031464,AY031464,NA
AY031465,AY031465,NA
AY031469,AY031469,NA
AY031470,AY031470,NA
AY031471,AY031471,NA
AY031475,AY031475,NA
AY031476,AY031476,NA
AY031481,AY031481,NA
AY031482,AY031482,NA
AY031485,AY031485,NA
AY031486,AY031486,NA
AY031487,AY031487,NA
AY031488,AY031488,NA
AY031490,AY031490,NA
AY031493,AY031493,NA
AY031494,AY031494,NA
AY031495,AY031495,NA
AY031496,AY031496,NA
AY031499,AY031499,NA
AY031501,AY031501,NA
AY031502,AY031502,NA
AY031504,AY031504,NA
AY031509,AY031509,NA
AY031510,AY031510,NA
AY031511,AY031511,NA
AY031514,AY031514,NA
AY031516,AY031516,NA
AY031517,AY031517,NA
AY031520,AY031520,NA
AY031521,AY031521,NA
AY031528,AY031528,NA
AY031529,AY031529,NA
AY031530,AY031530,NA
AY031531,AY031531,NA
AY031534,AY031534,NA
AY031535,AY031535,NA
AY031536,AY031536,NA
AY031540,AY031540,NA
AY031542,AY031542,NA
AY031543,AY031543,NA
AY031546,AY031546,NA
AY031547,AY031547,NA
AY031548,AY031548,NA
AY031553,AY031553,NA
AY031554,AY031554,NA
AY031556,AY031556,NA
AY031557,AY031557,NA
AY031565,AY031565,NA
AY031566,AY031566,NA
AY031567,AY031567,NA
AY031569,AY031569,NA
AY031572,AY031572,NA
AY031573,AY031573,NA
AY031574,AY031574,NA
AY031575,AY031575,NA
AY031577,AY031577,NA
AY031579,AY031579,NA
AY031580,AY031580,NA
AY031581,AY031581,NA
AY031583,AY031583,NA
AY031587,AY031587,NA
AY031588,AY031588,NA
AY031590,AY031590,NA
AY031591,AY031591,NA
AY031594,AY031594,NA
AY031595,AY031595,NA
AY031596,AY031596,NA
AY031597,AY031597,NA
AY031598,AY031598,NA
AY031599,AY031599,NA
AY031600,AY031600,NA
AY031604,AY031604,NA
AY031605,AY031605,NA
AY031606,AY031606,NA
AY031607,AY031607,NA
AY031609,AY031609,NA
AY031611,AY031611,NA
AY031612,AY031612,NA
AY031613,AY031613,NA
AY031616,AY031616,NA
AY031617,AY031617,NA
AY031618,AY031618,NA
AY031620,AY031620,NA
AY031621,AY031621,NA
AY031624,AY031624,NA
AY031626,AY031626,NA
AY031628,AY031628,NA
AY031629,AY031629,NA
AY031641,AY031641,NA
AY031642,AY031642,NA
AY031643,AY031643,NA
AY031644,AY031644,NA
AY031645,AY031645,NA
AY031646,AY031646,NA
AY031654,AY031654,NA
AY031659,AY031659,NA
AY031660,AY031660,NA
AY031665,AY031665,NA
AY031666,AY031666,NA
AY031670,AY031670,NA
AY031671,AY031671,NA
AY031672,AY031672,NA
AY031674,AY031674,NA
AY031675,AY031675,NA
AY031677,AY031677,NA
AY031678,AY031678,NA
AY031679,AY031679,NA
AY031680,AY031680,NA
AY031682,AY031682,NA
AY031683,AY031683,NA
AY031684,AY031684,NA
AY031685,AY031685,NA
AY031686,AY031686,NA
AY031689,AY031689,NA
AY031690,AY031690,NA
AY031693,AY031693,NA
AY031694,AY031694,NA
AY031701,AY031701,NA
AY031702,AY031702,NA
AY031706,AY031706,NA
AY031707,AY031707,NA
AY031713,AY031713,NA
AY031714,AY031714,NA
AY031715,AY031715,NA
AY031716,AY031716,NA
AY031719,AY031719,NA
AY031720,AY031720,NA
AY031724,AY031724,NA
AY031725,AY031725,NA
AY031728,AY031728,NA
AY031729,AY031729,NA
AY031733,AY031733,NA
AY031734,AY031734,NA
AY031737,AY031737,NA
AY031738,AY031738,NA
AY031740,AY031740,NA
AY031742,AY031742,NA
AY031744,AY031744,NA
AY031745,AY031745,NA
AY031747,AY031747,NA
AY031749,AY031749,NA
AY031750,AY031750,NA
AY031757,AY031757,NA
AY031758,AY031758,NA
AY031761,AY031761,NA
AY031762,AY031762,NA
AY031764,AY031764,NA
AY031766,AY031766,NA
AY031767,AY031767,NA
AY031768,AY031768,NA
AY031769,AY031769,NA
AY031777,AY031777,NA
AY031778,AY031778,NA
AY031781,AY031781,NA
AY031791,AY031791,NA
AY031792,AY031792,NA
AY031793,AY031793,NA
AY031796,AY031796,NA
AY031797,AY031797,NA
AY031799,AY031799,NA
AY031801,AY031801,NA
AY031802,AY031802,NA
AY031805,AY031805,NA
AY031806,AY031806,NA
AY031807,AY031807,NA
AY031808,AY031808,NA
AY031814,AY031814,NA
AY031821,AY031821,NA
AY031828,AY031828,NA
AY031830,AY031830,NA
AY031832,AY031832,NA
AY031834,AY031834,NA
AY031835,AY031835,NA
AY031837,AY031837,NA
AY031840,AY031840,NA
AY031843,AY031843,NA
AY031844,AY031844,NA
AY031845,AY031845,NA
AY031846,AY031846,NA
AY031847,AY031847,NA
AY031848,AY031848,NA
AY031849,AY031849,NA
AY031853,AY031853,NA
AY031856,AY031856,NA
AY031857,AY031857,NA
AY031858,AY031858,NA
AY031861,AY031861,NA
AY031862,AY031862,NA
AY031863,AY031863,NA
AY031864,AY031864,NA
AY031865,AY031865,NA
AY031866,AY031866,NA
AY031867,AY031867,NA
AY031868,AY031868,NA
AY031872,AY031872,NA
AY031874,AY031874,NA
AY031875,AY031875,NA
AY031876,AY031876,NA
AY031880,AY031880,NA
AY031882,AY031882,NA
AY031885,AY031885,NA
AY031894,AY031894,NA
AY031895,AY031895,NA
AY031896,AY031896,NA
AY031900,AY031900,NA
AY031901,AY031901,NA
AY031903,AY031903,NA
AY031904,AY031904,NA
AY031907,AY031907,NA
AY031912,AY031912,NA
AY031913,AY031913,NA
AY031921,AY031921,NA
AY031929,AY031929,NA
AY031932,AY031932,NA
AY031933,AY031933,NA
AY031934,AY031934,NA
AY031935,AY031935,NA
AY031941,AY031941,NA
AY031946,AY031946,NA
AY031947,AY031947,NA
AY031953,AY031953,NA
AY031956,AY031956,NA
AY031957,AY031957,NA
AY031958,AY031958,NA
AY031960,AY031960,NA
AY031961,AY031961,NA
AY031962,AY031962,NA
AY031964,AY031964,NA
AY031969,AY031969,NA
AY031970,AY031970,NA
AY031971,AY031971,NA
AY031975,AY031975,NA
AY031984,AY031984,NA
AY031985,AY031985,NA
AY031989,AY031989,NA
AY031990,AY031990,NA
AY031991,AY031991,NA
AY031992,AY031992,NA
AY031993,AY031993,NA
AY031999,AY031999,NA
AY032002,AY032002,NA
AY032004,AY032004,NA
AY032006,AY032006,NA
AY032007,AY032007,NA
AY032008,AY032008,NA
AY032011,AY032011,NA
AY032020,AY032020,NA
AY032021,AY032021,NA
AY032022,AY032022,NA
AY032023,AY032023,NA
AY032024,AY032024,NA
AY032025,AY032025,NA
AY032026,AY032026,NA
AY032030,AY032030,NA
AY032031,AY032031,NA
AY032033,AY032033,NA
AY032035,AY032035,NA
AY032036,AY032036,NA
AY032041,AY032041,NA
AY032042,AY032042,NA
AY032043,AY032043,NA
AY032050,AY032050,NA
AY032051,AY032051,NA
AY032053,AY032053,NA
AY032054,AY032054,NA
AY032055,AY032055,NA
AY032058,AY032058,NA
AY032060,AY032060,NA
AY032065,AY032065,NA
AY032066,AY032066,NA
AY032069,AY032069,NA
AY032074,AY032074,NA
AY032078,AY032078,NA
AY032084,AY032084,NA
AY032085,AY032085,NA
AY032087,AY032087,NA
AY032088,AY032088,NA
AY032097,AY032097,NA
AY032098,AY032098,NA
AY032099,AY032099,NA
AY032100,AY032100,NA
AY032101,AY032101,NA
AY032103,AY032103,NA
AY032104,AY032104,NA
AY032105,AY032105,NA
AY032109,AY032109,NA
AY032111,AY032111,NA
AY032112,AY032112,NA
AY032113,AY032113,NA
AY032115,AY032115,NA
AY032121,AY032121,NA
AY032126,AY032126,NA
AY032127,AY032127,NA
AY032128,AY032128,NA
AY032129,AY032129,NA
AY032131,AY032131,NA
AY032132,AY032132,NA
AY032134,AY032134,NA
AY032136,AY032136,NA
AY032138,AY032138,NA
AY032142,AY032142,NA
AY032143,AY032143,NA
AY032144,AY032144,NA
AY032148,AY032148,NA
AY032149,AY032149,NA
AY032152,AY032152,NA
AY032154,AY032154,NA
AY032157,AY032157,NA
AY032163,AY032163,NA
AY032164,AY032164,NA
AY032165,AY032165,NA
AY032169,AY032169,NA
AY032176,AY032176,NA
AY032178,AY032178,NA
AY032179,AY032179,NA
AY032188,AY032188,NA
AY032191,AY032191,NA
AY032192,AY032192,NA
AY032193,AY032193,NA
AY032195,AY032195,NA
AY032196,AY032196,NA
AY032197,AY032197,NA
AY032198,AY032198,NA
AY032199,AY032199,NA
AY032200,AY032200,NA
AY032202,AY032202,NA
AY032203,AY032203,NA
AY032204,AY032204,NA
AY032209,AY032209,NA
AY032211,AY032211,NA
AY032212,AY032212,NA
AY032213,AY032213,NA
AY032214,AY032214,NA
AY032215,AY032215,NA
AY032217,AY032217,NA
AY032220,AY032220,NA
AY032225,AY032225,NA
AY032227,AY032227,NA
AY032228,AY032228,NA
AY032234,AY032234,NA
AY032235,AY032235,NA
AY032236,AY032236,NA
AY032237,AY032237,NA
AY032239,AY032239,NA
AY032240,AY032240,NA
AY032241,AY032241,NA
AY032242,AY032242,NA
AY032243,AY032243,NA
AY032244,AY032244,NA
AY032247,AY032247,NA
AY032248,AY032248,NA
AY032250,AY032250,NA
AY032254,AY032254,NA
AY032257,AY032257,NA
AY032258,AY032258,NA
AY032264,AY032264,NA
AY032265,AY032265,NA
AY032266,AY032266,NA
AY032269,AY032269,NA
AY032270,AY032270,NA
AY032271,AY032271,NA
AY032272,AY032272,NA
AY032274,AY032274,NA
AY032281,AY032281,NA
AY032284,AY032284,NA
AY032285,AY032285,NA
AY032287,AY032287,NA
AY032291,AY032291,NA
AY032294,AY032294,NA
AY032296,AY032296,NA
AY032297,AY032297,NA
AY032298,AY032298,NA
AY032300,AY032300,NA
AY032305,AY032305,NA
AY032306,AY032306,NA
AY032312,AY032312,NA
AY032314,AY032314,NA
AY032315,AY032315,NA
AY032317,AY032317,NA
AY032318,AY032318,NA
AY032319,AY032319,NA
AY032323,AY032323,NA
AY032324,AY032324,NA
AY032325,AY032325,NA
AY032326,AY032326,NA
AY032327,AY032327,NA
AY032329,AY032329,NA
AY032330,AY032330,NA
AY032331,AY032331,NA
AY032332,AY032332,NA
AY032333,AY032333,NA
AY032334,AY032334,NA
AY032335,AY032335,NA
AY032341,AY032341,NA
AY032344,AY032344,NA
AY032345,AY032345,NA
AY032346,AY032346,NA
AY032347,AY032347,NA
AY032349,AY032349,NA
AY032350,AY032350,NA
AY032353,AY032353,NA
AY032356,AY032356,NA
AY032358,AY032358,NA
AY032359,AY032359,NA
AY032360,AY032360,NA
AY032361,AY032361,NA
AY032362,AY032362,NA
AY032363,AY032363,NA
AY032365,AY032365,NA
AY032367,AY032367,NA
AY032368,AY032368,NA
AY032370,AY032370,NA
AY032372,AY032372,NA
AY032373,AY032373,NA
AY032375,AY032375,NA
AY032377,AY032377,NA
AY032379,AY032379,NA
AY032380,AY032380,NA
AY032382,AY032382,NA
AY032389,AY032389,NA
AY032390,AY032390,NA
AY032391,AY032391,NA
AY032393,AY032393,NA
AY032395,AY032395,NA
AY032397,AY032397,NA
AY032400,AY032400,NA
AY032401,AY032401,NA
AY032402,AY032402,NA
AY032403,AY032403,NA
AY032404,AY032404,NA
AY032407,AY032407,NA
AY032408,AY032408,NA
AY032409,AY032409,NA
AY032410,AY032410,NA
AY032412,AY032412,NA
AY032413,AY032413,NA
AY032417,AY032417,NA
AY032418,AY032418,NA
AY032419,AY032419,NA
AY032420,AY032420,NA
AY032421,AY032421,NA
AY032422,AY032422,NA
AY032423,AY032423,NA
AY032424,AY032424,NA
AY032426,AY032426,NA
AY032427,AY032427,NA
AY032431,AY032431,NA
AY032432,AY032432,NA
AY032434,AY032434,NA
AY032435,AY032435,NA
AY032436,AY032436,NA
AY032437,AY032437,NA
AY032438,AY032438,NA
AY032439,AY032439,NA
AY032440,AY032440,NA
AY032443,AY032443,NA
AY032445,AY032445,NA
AY032446,AY032446,NA
AY032448,AY032448,NA
AY032452,AY032452,NA
AY032455,AY032455,NA
AY032456,AY032456,NA
AY032457,AY032457,NA
AY032458,AY032458,NA
AY032459,AY032459,NA
AY032461,AY032461,NA
AY032463,AY032463,NA
AY032464,AY032464,NA
AY032465,AY032465,NA
AY032468,AY032468,NA
AY032469,AY032469,NA
AY032470,AY032470,NA
AY032471,AY032471,NA
AY032473,AY032473,NA
AY032474,AY032474,NA
AY032475,AY032475,NA
AY032476,AY032476,NA
AY032477,AY032477,NA
AY032478,AY032478,NA
AY032479,AY032479,NA
AY032480,AY032480,NA
AY032481,AY032481,NA
AY032484,AY032484,NA
AY032489,AY032489,NA
AY032490,AY032490,NA
AY032491,AY032491,NA
AY032494,AY032494,NA
AY032495,AY032495,NA
AY032496,AY032496,NA
AY032497,AY032497,NA
AY032498,AY032498,NA
AY032499,AY032499,NA
AY032501,AY032501,NA
AY032503,AY032503,NA
AY032508,AY032508,NA
AY032510,AY032510,NA
AY032512,AY032512,NA
AY032513,AY032513,NA
AY032516,AY032516,NA
AY032518,AY032518,NA
AY032520,AY032520,NA
AY032521,AY032521,NA
AY032522,AY032522,NA
AY032523,AY032523,NA
AY032525,AY032525,NA
AY032526,AY032526,NA
AY032528,AY032528,NA
AY032529,AY032529,NA
AY032531,AY032531,NA
AY032532,AY032532,NA
AY032533,AY032533,NA
AY032534,AY032534,NA
AY032535,AY032535,NA
AY032536,AY032536,NA
AY032537,AY032537,NA
AY032538,AY032538,NA
AY032539,AY032539,NA
AY032540,AY032540,NA
AY032541,AY032541,NA
AY032542,AY032542,NA
AY032543,AY032543,NA
AY032547,AY032547,NA
AY032549,AY032549,NA
AY032550,AY032550,NA
AY032551,AY032551,NA
AY032552,AY032552,NA
AY032556,AY032556,NA
AY032558,AY032558,NA
AY032559,AY032559,NA
AY032561,AY032561,NA
AY032562,AY032562,NA
AY032564,AY032564,NA
AY032565,AY032565,NA
AY032567,AY032567,NA
AY032571,AY032571,NA
AY032573,AY032573,NA
AY032579,AY032579,NA
AY032580,AY032580,NA
AY032587,AY032587,NA
AY047422,AY047422,NA
AY047424,AY047424,NA
AY047425,AY047425,NA
AY047428,AY047428,NA
AY047429,AY047429,NA
AY047431,AY047431,NA
AY047432,AY047432,NA
AY047433,AY047433,NA
AY047435,AY047435,NA
AY047437,AY047437,NA
AY047438,AY047438,NA
AY047439,AY047439,NA
AY047440,AY047440,NA
AY047441,AY047441,NA
AY047442,AY047442,NA
AY047443,AY047443,NA
AY047444,AY047444,NA
AY047445,AY047445,NA
AY047446,AY047446,NA
AY047447,AY047447,NA
AY047449,AY047449,NA
AY047450,AY047450,NA
AY047451,AY047451,NA
